Subject	Event	Session	S2_Condition	Arousal	Detail
11	Event #108	2	Observer	1	4
11	Event #109	2	Remember	2	5
11	Event #110	2	Remember	2	6
11	Event #111	2	Observer	2	6
11	Event #112	2	Worse	2	4
11	Event #113	2	Better		5
11	Event #115	2	Worse	2	5
11	Event #117	2	Observer	2	6
11	Event #119	2	Worse	2	7
11	Event #120	2	Observer		6
12	Event #001	2	Better	5	6
12	Event #002	2	Observer	4	6
12	Event #003	2	Observer	5	4
12	Event #004	2	Observer	5	4
12	Event #005	2	Observer	5	5
12	Event #006	2	Worse	6	6
12	Event #008	2	Worse	6	5
12	Event #009	2	Better	6	7
12	Event #010	2	Better	3	5
12	Event #012	2	Observer	3	6
12	Event #013	2	Better	4	4
12	Event #015	2	Observer	6	4
12	Event #016	2	Observer	4	4
12	Event #017	2	Observer	6	6
12	Event #018	2	Remember	6	5
12	Event #019	2	Worse	5	5
12	Event #020	2	Observer	3	5
12	Event #021	2	Observer	4	3
12	Event #022	2	Observer	5	5
12	Event #023	2	Observer	4	5
12	Event #024	2	Remember	2	2
12	Event #025	2	Remember	5	7
12	Event #027	2	Better	3	5
12	Event #028	2	Remember		5
12	Event #029	2	Better	3	5
12	Event #030	2	Observer	3	4
12	Event #032	2	Worse	2	6
12	Event #033	2	Remember	5	5
12	Event #034	2	Better	6	6
12	Event #035	2	Worse	5	5
12	Event #036	2	Worse	2	6
12	Event #037	2	Observer	3	5
12	Event #038	2	Remember	4	4
12	Event #039	2	Observer	5	6
12	Event #040	2	Worse	3	4
12	Event #041	2	Better	3	6
12	Event #042	2	Remember		4
12	Event #044	2	Remember	5	6
12	Event #045	2	Better	5	5
12	Event #046	2	Worse	4	4
12	Event #047	2	Worse	3	6
12	Event #048	2	Remember	3	5
12	Event #049	2	Worse	2	4
12	Event #050	2	Better	4	7
12	Event #051	2	Remember	5	5
12	Event #053	2	Better	4	6
12	Event #054	2	Better	3	3
12	Event #056	2	Worse	6	5
12	Event #057	2	Remember	5	7
12	Event #058	2	Better	5	4
12	Event #060	2	Remember	3	6
12	Event #061	2	Observer	4	5
12	Event #063	2	Remember	3	5
12	Event #066	2	Better	4	5
12	Event #068	2	Worse	2	2
12	Event #069	2	Worse	5	6
12	Event #070	2	Remember	5	5
12	Event #071	2	Worse	3	5
12	Event #073	2	Remember	4	6
12	Event #074	2	Remember	6	6
12	Event #075	2	Better	4	5
12	Event #077	2	Observer	4	3
12	Event #078	2	Remember	5	6
12	Event #079	2	Observer	3	5
12	Event #080	2	Better	4	6
12	Event #081	2	Worse	3	2
12	Event #082	2	Better	2	3
12	Event #083	2	Remember	2	6
12	Event #084	2	Remember	5	5
12	Event #086	2	Remember	4	5
12	Event #087	2	Better	3	4
12	Event #088	2	Observer	4	6
12	Event #089	2	Remember	4	6
12	Event #090	2	Worse	3	3
12	Event #091	2	Observer	4	4
12	Event #092	2	Observer	3	4
12	Event #093	2	Worse	5	5
12	Event #095	2	Worse	3	6
12	Event #096	2	Better	4	6
12	Event #098	2	Worse	3	5
12	Event #099	2	Better	3	5
12	Event #100	2	Better	3	6
12	Event #101	2	Worse	4	5
12	Event #102	2	Worse	4	5
12	Event #104	2	Worse	3	2
12	Event #105	2	Observer	4	4
12	Event #106	2	Observer	3	5
12	Event #107	2	Observer	5	5
12	Event #109	2	Better	4	3
12	Event #111	2	Better	4	5
12	Event #112	2	Remember	3	5
12	Event #114	2	Better	4	6
12	Event #115	2	Remember	1	1
12	Event #116	2	Worse	4	4
12	Event #119	2	Worse	5	
12	Event #120	2	Remember	4	6
13	Event #003	2	Worse	2	7
13	Event #005	2	Observer	2	4
13	Event #006	2	Worse	6	6
13	Event #007	2	Better	6	7
13	Event #008	2	Observer	4	5
13	Event #011	2	Worse	6	6
13	Event #014	2	Observer	4	6
13	Event #015	2	Remember	2	4
13	Event #016	2	Worse	7	7
13	Event #017	2	Better	3	5
13	Event #019	2	Remember	3	5
13	Event #021	2	Remember	2	5
13	Event #022	2	Worse	4	5
13	Event #025	2	Remember	5	7
13	Event #026	2	Remember	4	1
13	Event #027	2	Remember	2	6
13	Event #028	2	Better	3	5
13	Event #029	2	Remember	6	7
13	Event #030	2	Worse	6	7
13	Event #031	2	Remember	6	7
13	Event #032	2	Worse	6	6
13	Event #033	2	Better	5	6
13	Event #034	2	Worse	2	5
13	Event #035	2	Worse	3	5
13	Event #037	2	Remember	1	5
13	Event #038	2	Better	2	5
13	Event #040	2	Worse	4	6
13	Event #041	2	Better	3	6
13	Event #042	2	Better	4	5
13	Event #043	2	Remember	5	7
13	Event #044	2	Remember	5	6
13	Event #045	2	Worse	3	5
13	Event #046	2	Observer	6	5
13	Event #047	2	Observer	3	5
13	Event #048	2	Observer	2	7
13	Event #049	2	Remember	4	7
13	Event #050	2	Remember	6	7
13	Event #051	2	Better	7	7
13	Event #052	2	Remember	6	7
13	Event #053	2	Remember	4	4
13	Event #054	2	Worse	7	7
13	Event #055	2	Worse	6	6
13	Event #056	2	Observer	2	6
13	Event #058	2	Better	5	4
13	Event #059	2	Observer	1	5
13	Event #060	2	Better	5	5
13	Event #061	2	Remember	3	7
13	Event #062	2	Better	4	6
13	Event #063	2	Observer	5	6
13	Event #064	2	Remember	6	7
13	Event #067	2	Observer	4	3
13	Event #068	2	Worse	4	5
13	Event #069	2	Worse	6	6
13	Event #070	2	Better	6	5
13	Event #072	2	Better	4	7
13	Event #073	2	Remember	4	7
13	Event #074	2	Better	5	6
13	Event #076	2	Better	5	3
13	Event #077	2	Better	3	5
13	Event #078	2	Better	2	5
13	Event #079	2	Observer	1	4
13	Event #080	2	Observer	1	6
13	Event #081	2	Better	3	5
13	Event #083	2	Observer	3	4
13	Event #084	2	Observer	3	6
13	Event #086	2	Better	5	6
13	Event #087	2	Remember	5	7
13	Event #088	2	Remember	2	6
13	Event #089	2	Better	2	6
13	Event #090	2	Observer	2	5
13	Event #091	2	Worse	2	4
13	Event #092	2	Worse	4	5
13	Event #093	2	Observer	4	3
13	Event #094	2	Remember	6	7
13	Event #096	2	Worse	5	5
13	Event #097	2	Observer	5	7
13	Event #098	2	Observer	5	7
13	Event #099	2	Worse	4	3
13	Event #100	2	Better	5	5
13	Event #101	2	Worse	5	7
13	Event #102	2	Remember	5	5
13	Event #103	2	Better	3	5
13	Event #104	2	Observer	3	5
13	Event #105	2	Worse	3	5
13	Event #106	2	Observer	4	7
13	Event #107	2	Better	5	6
13	Event #108	2	Observer	1	2
13	Event #109	2	Remember	1	5
13	Event #110	2	Remember	3	5
13	Event #111	2	Observer	2	6
13	Event #112	2	Worse	6	5
13	Event #113	2	Better	4	5
13	Event #115	2	Worse	3	5
13	Event #117	2	Observer	2	3
13	Event #119	2	Worse	5	4
13	Event #120	2	Observer	3	5
14	Event #001	2	Better	4	4
14	Event #002	2	Observer	5	5
14	Event #003	2	Observer	2	5
14	Event #004	2	Observer	5	4
14	Event #005	2	Observer	1	6
14	Event #006	2	Worse	5	5
14	Event #008	2	Worse	1	5
14	Event #009	2	Better	4	5
14	Event #010	2	Better	6	6
14	Event #012	2	Observer	5	4
14	Event #013	2	Better	3	4
14	Event #015	2	Observer	5	5
14	Event #016	2	Observer	1	5
14	Event #017	2	Observer	2	4
14	Event #018	2	Remember	1	5
14	Event #019	2	Worse	5	5
14	Event #020	2	Observer	3	4
14	Event #021	2	Observer	4	5
14	Event #022	2	Observer	4	5
14	Event #023	2	Observer	3	5
14	Event #024	2	Remember	2	6
14	Event #025	2	Remember	2	5
14	Event #027	2	Better	1	1
14	Event #028	2	Remember	3	1
14	Event #029	2	Better	5	2
14	Event #030	2	Observer	3	3
14	Event #032	2	Worse	7	1
14	Event #033	2	Remember	1	5
14	Event #034	2	Better	6	5
14	Event #035	2	Worse	2	2
14	Event #036	2	Worse	2	2
14	Event #037	2	Observer	2	4
14	Event #038	2	Remember	4	5
14	Event #039	2	Observer	4	4
14	Event #040	2	Worse	3	4
14	Event #041	2	Better	4	3
14	Event #042	2	Remember	2	2
14	Event #044	2	Remember	3	4
14	Event #045	2	Better	5	5
14	Event #046	2	Worse	3	4
14	Event #047	2	Worse	4	5
14	Event #048	2	Remember	5	6
14	Event #049	2	Worse	5	5
14	Event #050	2	Better	4	5
14	Event #051	2	Remember	2	5
14	Event #053	2	Better	5	4
14	Event #054	2	Better	2	5
14	Event #056	2	Worse	4	1
14	Event #057	2	Remember	5	4
14	Event #058	2	Better	5	1
14	Event #060	2	Remember	4	4
14	Event #061	2	Observer	2	2
14	Event #063	2	Remember	3	5
14	Event #066	2	Better	6	5
14	Event #068	2	Worse	4	2
14	Event #069	2	Worse	2	4
14	Event #070	2	Remember	3	4
14	Event #071	2	Worse	3	4
14	Event #073	2	Remember	4	4
14	Event #074	2	Remember	4	4
14	Event #075	2	Better	4	4
14	Event #077	2	Observer	4	5
14	Event #078	2	Remember	2	6
14	Event #079	2	Observer	6	5
14	Event #080	2	Better	2	5
14	Event #081	2	Worse	5	5
14	Event #082	2	Better	4	6
14	Event #083	2	Remember	5	5
14	Event #084	2	Remember	1	5
14	Event #086	2	Remember	5	5
14	Event #087	2	Better	2	5
14	Event #088	2	Observer	5	6
14	Event #089	2	Remember	1	5
14	Event #090	2	Worse	3	5
14	Event #091	2	Observer	4	4
14	Event #092	2	Observer	2	5
14	Event #093	2	Worse	5	5
14	Event #095	2	Worse	3	6
14	Event #096	2	Better	6	5
14	Event #098	2	Worse	4	5
14	Event #099	2	Better	2	5
14	Event #100	2	Better	4	5
14	Event #101	2	Worse	5	5
14	Event #102	2	Worse	2	5
14	Event #104	2	Worse	2	5
14	Event #105	2	Observer	4	4
14	Event #106	2	Observer	5	5
14	Event #107	2	Observer	2	5
14	Event #109	2	Better	3	5
14	Event #111	2	Better	5	5
14	Event #112	2	Remember	4	4
14	Event #114	2	Better	2	5
14	Event #115	2	Remember	2	5
14	Event #116	2	Worse	5	5
14	Event #119	2	Worse	4	5
14	Event #120	2	Remember	2	5
16	Event #003	2	Worse		5
16	Event #005	2	Observer	6	5
16	Event #006	2	Worse	5	6
16	Event #007	2	Better	3	4
16	Event #008	2	Observer	3	5
16	Event #011	2	Worse	2	5
16	Event #014	2	Observer		2
16	Event #015	2	Remember	5	3
16	Event #016	2	Worse	4	5
16	Event #017	2	Better	5	4
16	Event #019	2	Remember	5	5
16	Event #021	2	Remember	5	3
16	Event #022	2	Worse		3
16	Event #025	2	Remember	4	3
16	Event #026	2	Remember	4	6
16	Event #027	2	Remember	5	6
16	Event #028	2	Better	3	4
16	Event #029	2	Remember		5
16	Event #030	2	Worse	5	5
16	Event #031	2	Remember	6	5
16	Event #032	2	Worse	4	3
16	Event #033	2	Better	2	3
16	Event #034	2	Worse	3	4
16	Event #035	2	Worse	6	5
16	Event #037	2	Remember	6	6
16	Event #038	2	Better	3	6
16	Event #040	2	Worse	4	3
16	Event #041	2	Better	4	2
16	Event #042	2	Better	3	5
16	Event #043	2	Remember	3	3
16	Event #044	2	Remember	5	5
16	Event #045	2	Worse	5	6
16	Event #046	2	Observer	4	3
16	Event #047	2	Observer	3	3
16	Event #048	2	Observer	3	3
16	Event #049	2	Remember	4	5
16	Event #050	2	Remember	3	4
16	Event #051	2	Better	2	3
16	Event #052	2	Remember	5	4
16	Event #053	2	Remember	5	5
16	Event #054	2	Worse	5	5
16	Event #055	2	Worse	3	3
16	Event #056	2	Observer	4	3
16	Event #058	2	Better	3	2
16	Event #059	2	Observer	4	4
16	Event #060	2	Better		3
16	Event #061	2	Remember	5	6
16	Event #062	2	Better	3	6
16	Event #063	2	Observer	3	4
16	Event #064	2	Remember	4	3
16	Event #067	2	Observer	3	3
16	Event #068	2	Worse	4	3
16	Event #069	2	Worse	4	4
16	Event #070	2	Better	3	5
16	Event #072	2	Better	1	
16	Event #073	2	Remember	5	5
16	Event #074	2	Better	2	3
16	Event #076	2	Better	5	5
16	Event #077	2	Better	4	4
16	Event #078	2	Better		3
16	Event #079	2	Observer	3	5
16	Event #080	2	Observer	4	3
16	Event #081	2	Better	4	3
16	Event #083	2	Observer	3	3
16	Event #084	2	Observer	2	3
16	Event #086	2	Better	3	3
16	Event #087	2	Remember	3	4
16	Event #088	2	Remember	2	2
16	Event #089	2	Better	3	5
16	Event #090	2	Observer	4	5
16	Event #091	2	Worse	5	5
16	Event #092	2	Worse	5	4
16	Event #093	2	Observer	6	5
16	Event #094	2	Remember	2	4
16	Event #096	2	Worse	5	5
16	Event #097	2	Observer	5	3
16	Event #098	2	Observer	2	2
16	Event #099	2	Worse	5	3
16	Event #100	2	Better	3	5
16	Event #101	2	Worse	3	2
16	Event #102	2	Remember	5	4
16	Event #103	2	Better	3	4
16	Event #104	2	Observer	5	4
16	Event #105	2	Worse	2	1
16	Event #106	2	Observer	6	4
16	Event #107	2	Better	2	4
16	Event #108	2	Observer	4	4
16	Event #109	2	Remember	2	2
16	Event #110	2	Remember	3	3
16	Event #111	2	Observer	3	5
16	Event #112	2	Worse	2	2
16	Event #113	2	Better	4	
16	Event #115	2	Worse	5	5
16	Event #117	2	Observer	4	5
16	Event #119	2	Worse	2	1
16	Event #120	2	Observer	3	3
17	Event #001	2	Better	6	7
17	Event #002	2	Observer	5	4
17	Event #003	2	Observer	5	5
17	Event #004	2	Observer	3	5
17	Event #005	2	Observer	5	4
17	Event #006	2	Worse	6	4
17	Event #008	2	Worse	7	6
17	Event #009	2	Better	4	4
17	Event #010	2	Better	3	4
17	Event #012	2	Observer	7	6
17	Event #013	2	Better	7	6
17	Event #015	2	Observer	6	6
17	Event #016	2	Observer	3	5
17	Event #017	2	Observer	3	4
17	Event #018	2	Remember	7	6
17	Event #019	2	Worse	7	6
17	Event #020	2	Observer	2	6
17	Event #021	2	Observer	2	4
17	Event #022	2	Observer	4	4
17	Event #023	2	Observer	4	4
17	Event #024	2	Remember	3	5
17	Event #025	2	Remember	6	6
17	Event #027	2	Better	5	4
17	Event #028	2	Remember	4	3
17	Event #029	2	Better	5	5
17	Event #030	2	Observer	2	5
17	Event #032	2	Worse	4	3
17	Event #033	2	Remember	4	6
17	Event #034	2	Better	6	3
17	Event #035	2	Worse	4	5
17	Event #036	2	Worse	5	5
17	Event #037	2	Observer	3	4
17	Event #038	2	Remember	4	5
17	Event #039	2	Observer	2	4
17	Event #040	2	Worse	3	3
17	Event #041	2	Better	4	4
17	Event #042	2	Remember	5	5
17	Event #044	2	Remember	6	6
17	Event #045	2	Better	3	4
17	Event #046	2	Worse	7	5
17	Event #047	2	Worse	2	3
17	Event #048	2	Remember	2	2
17	Event #049	2	Worse	6	4
17	Event #050	2	Better	4	2
17	Event #051	2	Remember	5	2
17	Event #053	2	Better	1	4
17	Event #054	2	Better	3	4
17	Event #056	2	Worse	2	3
17	Event #057	2	Remember	3	5
17	Event #058	2	Better	3	3
17	Event #060	2	Remember	2	3
17	Event #061	2	Observer	2	3
17	Event #063	2	Remember	4	4
17	Event #066	2	Better	5	4
17	Event #068	2	Worse	4	4
17	Event #069	2	Worse	4	4
17	Event #070	2	Remember	2	5
17	Event #071	2	Worse	6	4
17	Event #073	2	Remember	6	5
17	Event #074	2	Remember	3	3
17	Event #075	2	Better	5	3
17	Event #077	2	Observer	3	5
17	Event #078	2	Remember	7	6
17	Event #079	2	Observer	5	3
17	Event #080	2	Better	3	3
17	Event #081	2	Worse	4	3
17	Event #082	2	Better	2	3
17	Event #083	2	Remember	5	3
17	Event #084	2	Remember	2	3
17	Event #086	2	Remember	5	4
17	Event #087	2	Better	5	3
17	Event #088	2	Observer	4	7
17	Event #089	2	Remember	4	4
17	Event #090	2	Worse	3	3
17	Event #091	2	Observer	2	3
17	Event #092	2	Observer		3
17	Event #093	2	Worse	6	6
17	Event #095	2	Worse	4	3
17	Event #096	2	Better	6	5
17	Event #098	2	Worse	5	3
17	Event #099	2	Better	3	3
17	Event #100	2	Better	4	4
17	Event #101	2	Worse	5	3
17	Event #102	2	Worse	4	5
17	Event #104	2	Worse	7	4
17	Event #105	2	Observer	4	4
17	Event #106	2	Observer	1	3
17	Event #107	2	Observer	2	4
17	Event #109	2	Better	2	6
17	Event #111	2	Better	2	5
17	Event #112	2	Remember	2	2
17	Event #114	2	Better	5	6
17	Event #115	2	Remember	3	3
17	Event #116	2	Worse	5	3
17	Event #119	2	Worse	6	3
17	Event #120	2	Remember	7	7
18	Event #001	2	Better	4	4
18	Event #002	2	Observer	7	7
18	Event #003	2	Observer	2	5
18	Event #004	2	Observer	4	5
18	Event #005	2	Observer	7	6
18	Event #006	2	Worse	7	6
18	Event #008	2	Worse	6	7
18	Event #009	2	Better	3	5
18	Event #010	2	Better	4	6
18	Event #012	2	Observer	5	6
18	Event #013	2	Better	4	6
18	Event #015	2	Observer	5	7
18	Event #016	2	Observer	5	6
18	Event #017	2	Observer	3	5
18	Event #018	2	Remember	7	6
18	Event #019	2	Worse	5	6
18	Event #020	2	Observer	6	5
18	Event #021	2	Observer	3	5
18	Event #022	2	Observer	3	4
18	Event #023	2	Observer	5	5
18	Event #024	2	Remember	5	7
18	Event #025	2	Remember	4	7
18	Event #027	2	Better	2	6
18	Event #028	2	Remember	5	5
18	Event #029	2	Better	4	6
18	Event #030	2	Observer	1	6
18	Event #032	2	Worse	4	6
18	Event #033	2	Remember	3	6
18	Event #034	2	Better	5	4
18	Event #035	2	Worse	4	5
18	Event #036	2	Worse	5	7
18	Event #037	2	Observer	3	4
18	Event #038	2	Remember	3	4
18	Event #039	2	Observer	5	5
18	Event #040	2	Worse	6	7
18	Event #041	2	Better	3	4
18	Event #042	2	Remember	7	6
18	Event #044	2	Remember	3	7
18	Event #045	2	Better	3	7
18	Event #046	2	Worse	4	5
18	Event #047	2	Worse	6	6
18	Event #048	2	Remember	3	4
18	Event #049	2	Worse	2	7
18	Event #050	2	Better	2	6
18	Event #051	2	Remember	4	
18	Event #053	2	Better	3	4
18	Event #054	2	Better	5	6
18	Event #056	2	Worse	6	4
18	Event #057	2	Remember	5	7
18	Event #058	2	Better	3	5
18	Event #060	2	Remember	5	5
18	Event #061	2	Observer	3	5
18	Event #063	2	Remember	4	5
18	Event #066	2	Better	4	5
18	Event #068	2	Worse	4	5
18	Event #069	2	Worse	5	6
18	Event #070	2	Remember	5	4
18	Event #071	2	Worse	5	7
18	Event #073	2	Remember	5	5
18	Event #074	2	Remember	5	6
18	Event #075	2	Better	5	6
18	Event #077	2	Observer	4	3
18	Event #078	2	Remember	5	5
18	Event #079	2	Observer	6	6
18	Event #080	2	Better	3	
18	Event #081	2	Worse	5	6
18	Event #082	2	Better	3	4
18	Event #083	2	Remember	6	6
18	Event #084	2	Remember	5	6
18	Event #086	2	Remember	5	5
18	Event #087	2	Better	3	7
18	Event #088	2	Observer	3	6
18	Event #089	2	Remember	3	5
18	Event #090	2	Worse	4	6
18	Event #091	2	Observer	5	5
18	Event #092	2	Observer	6	6
18	Event #093	2	Worse	6	6
18	Event #095	2	Worse	4	5
18	Event #096	2	Better	2	6
18	Event #098	2	Worse	6	5
18	Event #099	2	Better	5	6
18	Event #100	2	Better	3	
18	Event #101	2	Worse	4	5
18	Event #102	2	Worse	4	5
18	Event #104	2	Worse	6	5
18	Event #105	2	Observer	2	5
18	Event #106	2	Observer	5	6
18	Event #107	2	Observer	4	6
18	Event #109	2	Better	2	4
18	Event #111	2	Better	4	5
18	Event #112	2	Remember	3	5
18	Event #114	2	Better	3	4
18	Event #115	2	Remember	2	7
18	Event #116	2	Worse	5	4
18	Event #119	2	Worse	6	5
18	Event #120	2	Remember	6	5
19	Event #003	2	Worse	4	2
19	Event #005	2	Observer	2	3
19	Event #006	2	Worse	1	3
19	Event #007	2	Better	3	2
19	Event #008	2	Observer	2	4
19	Event #011	2	Worse	4	2
19	Event #014	2	Observer	3	4
19	Event #015	2	Remember	3	4
19	Event #016	2	Worse	2	
19	Event #017	2	Better	3	2
19	Event #019	2	Remember	5	5
19	Event #021	2	Remember	3	2
19	Event #022	2	Worse	3	1
19	Event #025	2	Remember	2	5
19	Event #026	2	Remember	1	2
19	Event #027	2	Remember	4	3
19	Event #028	2	Better	2	2
19	Event #029	2	Remember	4	5
19	Event #030	2	Worse	6	4
19	Event #031	2	Remember	2	2
19	Event #032	2	Worse	3	1
19	Event #033	2	Better	3	2
19	Event #034	2	Worse	3	3
19	Event #035	2	Worse	3	2
19	Event #037	2	Remember	2	4
19	Event #038	2	Better	4	2
19	Event #040	2	Worse	3	4
19	Event #041	2	Better	3	5
19	Event #042	2	Better		3
19	Event #043	2	Remember	2	4
19	Event #044	2	Remember	3	2
19	Event #045	2	Worse	4	2
19	Event #046	2	Observer	3	2
19	Event #047	2	Observer	4	5
19	Event #048	2	Observer	4	4
19	Event #049	2	Remember	3	2
19	Event #050	2	Remember	3	2
19	Event #051	2	Better	4	4
19	Event #052	2	Remember	4	3
19	Event #053	2	Remember	5	3
19	Event #054	2	Worse	5	3
19	Event #055	2	Worse	5	4
19	Event #056	2	Observer	2	1
19	Event #058	2	Better	3	2
19	Event #059	2	Observer	5	3
19	Event #060	2	Better	4	2
19	Event #061	2	Remember	3	5
19	Event #062	2	Better	3	2
19	Event #063	2	Observer	3	2
19	Event #064	2	Remember	4	3
19	Event #067	2	Observer	2	4
19	Event #068	2	Worse	3	2
19	Event #069	2	Worse	6	4
19	Event #070	2	Better	3	1
19	Event #072	2	Better	2	3
19	Event #073	2	Remember	3	2
19	Event #074	2	Better	4	4
19	Event #076	2	Better	3	2
19	Event #077	2	Better	4	
19	Event #078	2	Better	3	2
19	Event #079	2	Observer	3	2
19	Event #080	2	Observer	4	6
19	Event #081	2	Better	2	4
19	Event #083	2	Observer	3	5
19	Event #084	2	Observer	5	6
19	Event #086	2	Better	2	1
19	Event #087	2	Remember	2	4
19	Event #088	2	Remember	3	3
19	Event #089	2	Better	4	3
19	Event #090	2	Observer	2	3
19	Event #091	2	Worse	3	1
19	Event #092	2	Worse	4	3
19	Event #093	2	Observer	3	5
19	Event #094	2	Remember	2	4
19	Event #096	2	Worse	4	4
19	Event #097	2	Observer	1	2
19	Event #098	2	Observer	2	4
19	Event #099	2	Worse	4	
19	Event #100	2	Better	1	2
19	Event #101	2	Worse	3	1
19	Event #102	2	Remember	4	4
19	Event #103	2	Better	3	3
19	Event #104	2	Observer	2	2
19	Event #105	2	Worse	4	2
19	Event #106	2	Observer	1	2
19	Event #107	2	Better	4	4
19	Event #108	2	Observer	1	3
19	Event #109	2	Remember	2	2
19	Event #110	2	Remember	3	4
19	Event #111	2	Observer	1	2
19	Event #112	2	Worse	2	
19	Event #113	2	Better	2	3
19	Event #115	2	Worse	1	2
19	Event #117	2	Observer	2	5
19	Event #119	2	Worse	5	4
19	Event #120	2	Observer	4	5
20	Event #001	2	Better	5	6
20	Event #002	2	Observer	5	6
20	Event #003	2	Observer	5	6
20	Event #004	2	Observer	5	6
20	Event #005	2	Observer		5
20	Event #006	2	Worse	5	2
20	Event #008	2	Worse	2	5
20	Event #009	2	Better	4	5
20	Event #010	2	Better	2	4
20	Event #012	2	Observer	5	7
20	Event #013	2	Better	2	6
20	Event #015	2	Observer	6	5
20	Event #016	2	Observer	5	6
20	Event #017	2	Observer	2	5
20	Event #018	2	Remember	5	6
20	Event #019	2	Worse	6	5
20	Event #020	2	Observer	6	7
20	Event #021	2	Observer	1	6
20	Event #022	2	Observer	4	6
20	Event #023	2	Observer	6	5
20	Event #024	2	Remember	5	5
20	Event #025	2	Remember	7	7
20	Event #027	2	Better	4	5
20	Event #028	2	Remember	7	7
20	Event #029	2	Better	6	6
20	Event #030	2	Observer	5	6
20	Event #032	2	Worse	7	7
20	Event #033	2	Remember	6	5
20	Event #034	2	Better	1	6
20	Event #035	2	Worse	6	5
20	Event #036	2	Worse	5	7
20	Event #037	2	Observer	6	5
20	Event #038	2	Remember	7	7
20	Event #039	2	Observer	4	5
20	Event #040	2	Worse	5	3
20	Event #041	2	Better	2	5
20	Event #042	2	Remember	5	6
20	Event #044	2	Remember	5	7
20	Event #045	2	Better	4	5
20	Event #046	2	Worse	5	6
20	Event #047	2	Worse	7	7
20	Event #048	2	Remember	2	6
20	Event #049	2	Worse	7	7
20	Event #050	2	Better	5	7
20	Event #051	2	Remember	4	5
20	Event #053	2	Better	4	5
20	Event #054	2	Better	1	5
20	Event #056	2	Worse	5	5
20	Event #057	2	Remember	6	6
20	Event #058	2	Better	6	7
20	Event #060	2	Remember	7	6
20	Event #061	2	Observer	5	6
20	Event #063	2	Remember	7	7
20	Event #066	2	Better	5	7
20	Event #068	2	Worse	6	5
20	Event #069	2	Worse	4	4
20	Event #070	2	Remember	6	5
20	Event #071	2	Worse	7	6
20	Event #073	2	Remember	5	6
20	Event #074	2	Remember	2	5
20	Event #075	2	Better	2	5
20	Event #077	2	Observer	5	2
20	Event #078	2	Remember	5	6
20	Event #079	2	Observer	5	7
20	Event #080	2	Better	7	7
20	Event #081	2	Worse	6	6
20	Event #082	2	Better	7	6
20	Event #083	2	Remember	3	6
20	Event #084	2	Remember	5	6
20	Event #086	2	Remember	4	5
20	Event #087	2	Better	3	5
20	Event #088	2	Observer	5	6
20	Event #089	2	Remember	6	7
20	Event #090	2	Worse	6	7
20	Event #091	2	Observer	6	7
20	Event #092	2	Observer	7	5
20	Event #093	2	Worse	7	7
20	Event #095	2	Worse	2	5
20	Event #096	2	Better	7	6
20	Event #098	2	Worse	6	1
20	Event #099	2	Better	3	6
20	Event #100	2	Better	5	4
20	Event #101	2	Worse	7	7
20	Event #102	2	Worse	7	7
20	Event #104	2	Worse	6	7
20	Event #105	2	Observer	5	6
20	Event #106	2	Observer	6	7
20	Event #107	2	Observer	5	6
20	Event #109	2	Better	1	7
20	Event #111	2	Better	5	6
20	Event #112	2	Remember	4	6
20	Event #114	2	Better	6	5
20	Event #115	2	Remember	6	5
20	Event #116	2	Worse	6	6
20	Event #119	2	Worse	5	2
20	Event #120	2	Remember	3	7
21	Event #003	2	Worse	1	7
21	Event #005	2	Observer	2	6
21	Event #006	2	Worse	2	7
21	Event #007	2	Better	1	6
21	Event #008	2	Observer	3	7
21	Event #011	2	Worse	1	5
21	Event #014	2	Observer	2	6
21	Event #015	2	Remember	5	5
21	Event #016	2	Worse	2	6
21	Event #017	2	Better	2	6
21	Event #019	2	Remember	2	5
21	Event #021	2	Remember	4	6
21	Event #022	2	Worse	6	5
21	Event #025	2	Remember	3	5
21	Event #026	2	Remember	1	6
21	Event #027	2	Remember	3	7
21	Event #028	2	Better	2	5
21	Event #029	2	Remember	6	6
21	Event #030	2	Worse	1	7
21	Event #031	2	Remember	1	6
21	Event #032	2	Worse	1	7
21	Event #033	2	Better	5	6
21	Event #034	2	Worse	5	7
21	Event #035	2	Worse	3	6
21	Event #037	2	Remember	4	6
21	Event #038	2	Better	1	6
21	Event #040	2	Worse	3	
21	Event #041	2	Better	3	6
21	Event #042	2	Better	1	5
21	Event #043	2	Remember	4	6
21	Event #044	2	Remember	6	6
21	Event #045	2	Worse	2	6
21	Event #046	2	Observer	6	
21	Event #047	2	Observer	6	
21	Event #048	2	Observer	1	6
21	Event #049	2	Remember	4	5
21	Event #050	2	Remember	2	5
21	Event #051	2	Better	2	5
21	Event #052	2	Remember	4	6
21	Event #053	2	Remember	4	7
21	Event #054	2	Worse	1	6
21	Event #055	2	Worse	2	6
21	Event #056	2	Observer	3	5
21	Event #058	2	Better	4	6
21	Event #059	2	Observer	3	
21	Event #060	2	Better	1	6
21	Event #061	2	Remember	1	5
21	Event #062	2	Better	2	6
21	Event #063	2	Observer	3	6
21	Event #064	2	Remember	4	5
21	Event #067	2	Observer	2	6
21	Event #068	2	Worse	2	6
21	Event #069	2	Worse	5	6
21	Event #070	2	Better	6	6
21	Event #072	2	Better	3	6
21	Event #073	2	Remember	4	6
21	Event #074	2	Better	2	7
21	Event #076	2	Better	3	5
